Division,District,Upazila,Union,Union_Geo,Surge Height (m),Wind Speed (km/hr),Thrust Force,Polder Damage Condition,Structure Damage Condition,House Damage in Million BDT,Hazard (%),Vulnerability (%),Risk (%),Total Number of Affected House,Total Number of Affected People,Percentage of Affected People
Barisal,Barguna,Amtali,Amtali,10040913,0.0,96,0.0,Polders are likely to remain safe,No damage,0.0,52.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Arpangashia,10040915,0.0,99,6.1075666335275,Polders are likely to remain safe,No damage,0.0,61.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Atharagashia,10040923,0.0,87,0.0,Polders are likely to remain safe,No damage,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Barabagi,10040939,0.8,106,0.0,Polders are likely to remain safe,"Kacha, Semi-paka and Paka houses will likely to be damaged",18791.0,61.0,54.0,60.0,1390.0,5560.0,8.0
Barisal,Barguna,Amtali,Chhota Bagi,10040943,0.0,106,3.5914417517278383,Polders are likely to remain safe,Kacha houses will likely to be damaged,5662.0,64.0,24.0,28.0,947.0,3787.0,7.0
Barisal,Barguna,Amtali,Chowra,10040947,0.0,94,0.0,Polders are likely to remain safe,No damage,0.0,50.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Gulisakhali,10040963,0.0,92,0.0,Polders are likely to remain safe,No damage,0.0,49.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Haldia,10040971,0.0,94,0.0,Polders are likely to remain safe,No damage,0.0,50.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Karaibaria,10040979,0.0,103,0.0,Polders are likely to remain safe,Kacha houses will likely to be damaged,5968.0,58.0,24.0,25.0,1000.0,4002.0,8.0
Barisal,Barguna,Amtali,Kukua,10040987,0.0,91,0.0,Polders are likely to remain safe,No damage,0.0,48.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Nishanbaria,10040991,0.9,110,7.59669855949135,Polders are likely to remain safe,"Kacha, Semi-paka and Paka houses will likely to be damaged",13222.0,71.0,52.0,67.0,1043.0,4173.0,8.0
Barisal,Barguna,Amtali,Pancha Koralia,10040994,0.0,103,0.4832392010307186,Polders are likely to remain safe,Kacha houses will likely to be damaged,5090.0,58.0,23.0,24.0,874.0,3498.0,8.0
