Division,District,Upazila,Union,Union_Geo,Surge Height (m),Wind Speed (km/hr),Thrust Force,Polder Damage Condition,Structure Damage Condition,House Damage in Million BDT,Hazard (%),Vulnerability (%),Risk (%),Total Number of Affected House,Total Number of Affected People,Percentage of Affected People
Barisal,Barguna,Amtali,Amtali,10040913,0.0,25,0.0,Polders are likely to remain safe,No damage,0.0,30.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Arpangashia,10040915,0.0,25,1.810357542806934,Polders are likely to remain safe,No damage,0.0,41.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Atharagashia,10040923,0.0,24,0.0,Polders are likely to remain safe,No damage,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Barabagi,10040939,0.0,26,0.0,Polders are likely to remain safe,No damage,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Chhota Bagi,10040943,0.0,26,0.11275900448955659,Polders are likely to remain safe,No damage,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Chowra,10040947,0.0,24,0.0,Polders are likely to remain safe,No damage,0.0,30.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Gulisakhali,10040963,0.0,24,0.27805649794741755,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Haldia,10040971,0.0,24,0.0,Polders are likely to remain safe,No damage,0.0,30.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Karaibaria,10040979,0.0,26,0.0,Polders are likely to remain safe,No damage,0.0,33.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Kukua,10040987,0.0,24,0.0,Polders are likely to remain safe,No damage,0.0,29.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Nishanbaria,10040991,0.2,27,0.14374471129636343,Polders are likely to be damaged,Kacha houses will likely to be damaged,12748.0,37.0,50.0,41.0,139.0,557.0,1.0
Barisal,Barguna,Amtali,Pancha Koralia,10040994,0.0,25,0.046479875190883466,Polders are likely to remain safe,No damage,0.0,33.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Sarikkhali,10040995,0.0,25,0.0,Polders are likely to remain safe,No damage,0.0,32.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Sonakata,10040996,0.2,27,0.43358601955013426,Polders are likely to be damaged,Kacha houses will likely to be damaged,11544.0,39.0,50.0,42.0,126.0,504.0,1.0
Barisal,Barguna,Amtali,Paurashava,10040999,0.0,25,0.0,Polders are likely to remain safe,No damage,0.0,30.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Bamna,Bamna,10041923,0.0,25,0.9142387695436662,Polders are likely to remain safe,No damage,0.0,36.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Bamna,Bukabunia,10041947,0.0,26,0.0,Polders are likely to remain safe,No damage,0.0,33.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Bamna,Dauatala,10041971,0.0,26,3.6329032182374332,Polders are likely to remain safe,No damage,0.0,52.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Bamna,Ramna,10041995,0.0,25,2.7016262392489794,Polders are likely to remain safe,No damage,0.0,46.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Ayla Patakata,10042817,0.0,25,5.569868269433514,Polders are likely to remain safe,No damage,0.0,59.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Badarkhali,10042819,0.0,26,0.36745692833782,Polders are likely to remain safe,No damage,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Barguna,10042828,0.0,26,0.0,Polders are likely to remain safe,No damage,0.0,33.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Burir Char,10042838,0.0,25,3.661807332578399,Polders are likely to remain safe,No damage,0.0,51.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Dhalua,10042847,0.0,26,0.010055318095939434,Polders are likely to remain safe,No damage,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Phuljhury,10042857,0.0,25,0.0,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Gaurichanna,10042866,0.0,25,0.0,Polders are likely to remain safe,No damage,0.0,32.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Keorabunia,10042876,0.0,25,0.0,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,M.Baliatali,10042885,0.0,26,3.190736974583815,Polders are likely to remain safe,No damage,0.0,51.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Naltona,10042895,0.2,27,0.03513901517922817,Polders are likely to be damaged,Kacha houses will likely to be damaged,19024.0,36.0,50.0,39.0,208.0,833.0,1.0
Barisal,Barguna,Barguna Sadar,Paurashava,10042899,0.0,25,0.0,Polders are likely to remain safe,No damage,0.0,32.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Betagi,10044711,0.0,24,0.027525053988703894,Polders are likely to remain safe,No damage,0.0,30.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Bibichini,10044723,0.0,24,1.2142695261925882,No polder in the area,No damage,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Bura Mazumdar,10044735,0.0,25,0.22916603045928258,Polders are likely to remain safe,No damage,0.0,32.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Hosnabad,10044747,0.0,24,0.0,Polders are likely to remain safe,No damage,0.0,30.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Kazirabad,10044759,0.0,25,0.0,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Mokamia,10044771,0.0,25,0.06197770467131194,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Sarishamuri,10044783,0.0,25,1.0723666348794938,Polders are likely to remain safe,No damage,0.0,37.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Paurashava,10044799,0.0,24,0.038989812423946474,Polders are likely to remain safe,No damage,0.0,29.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Char Duanti,10048511,0.0,27,0.20334744800134208,Polders are likely to remain safe,No damage,0.0,38.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Kakchira,10048523,0.0,26,0.6287155580816475,Polders are likely to remain safe,No damage,0.0,38.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Kalmegha,10048535,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Kanthaltali,10048547,0.0,27,0.071489235903687,Polders are likely to remain safe,No damage,0.0,36.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Nachna Para,10048559,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Patharghata,10048571,0.3,27,0.624252198933641,Polders are likely to remain safe,Kacha houses will likely to be damaged,27812.0,41.0,48.0,43.0,312.0,1246.0,1.0
Barisal,Barguna,Patharghata,Raihanpur,10048583,0.0,26,1.7800849080512169,Polders are likely to remain safe,No damage,0.0,44.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Paurashava,10048599,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,36.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Agailjhara,Bagdha,10060213,0.0,23,0.0,No polder in the area,No damage,0.0,26.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Agailjhara,Bakal,10060215,0.0,23,0.0,No polder in the area,No damage,0.0,26.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Agailjhara,Gaila,10060247,0.0,22,0.0,No polder in the area,No damage,0.0,25.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Agailjhara,Rajiher,10060279,0.0,22,0.0,No polder in the area,No damage,0.0,25.0,0.0,0.0,0.0,0.0,0.0
