Division,District,Upazila,Union,Union_Geo,Surge Height (m),Wind Speed (km/hr),Thrust Force,Polder Damage Condition,Structure Damage Condition,House Damage in Million BDT,Hazard (%),Vulnerability (%),Risk (%),Total Number of Affected House,Total Number of Affected People,Percentage of Affected People
Barisal,Barguna,Amtali,Amtali,10040913,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,29.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Arpangashia,10040915,0.0,27,0.8308047649806357,Polders are likely to remain safe,No damage,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Atharagashia,10040923,0.0,26,0.0,Polders are likely to remain safe,No damage,0.0,26.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Barabagi,10040939,0.0,28,0.0,Polders are likely to remain safe,No damage,0.0,33.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Chhota Bagi,10040943,0.0,28,0.0026957579642990837,Polders are likely to remain safe,No damage,0.0,32.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Chowra,10040947,0.0,27,0.6472833585685264,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Gulisakhali,10040963,0.0,26,0.6927938200908977,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Haldia,10040971,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Karaibaria,10040979,0.0,28,0.0,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Kukua,10040987,0.0,26,0.0,Polders are likely to remain safe,No damage,0.0,27.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Nishanbaria,10040991,0.7,29,0.10322315983998549,Polders are likely to be damaged,"Kacha, Semi-paka and Paka houses will likely to be damaged",13222.0,37.0,52.0,47.0,152.0,606.0,1.0
Barisal,Barguna,Amtali,Pancha Koralia,10040994,0.0,28,0.0,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Sarikkhali,10040995,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Amtali,Sonakata,10040996,0.3,29,0.4022670659672115,Polders are likely to be damaged,"Kacha, Semi-paka and Paka houses will likely to be damaged",11842.0,37.0,51.0,46.0,137.0,549.0,1.0
Barisal,Barguna,Amtali,Paurashava,10040999,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,29.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Bamna,Bamna,10041923,0.0,27,1.368412039270668,Polders are likely to remain safe,No damage,0.0,36.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Bamna,Bukabunia,10041947,0.0,28,0.0,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Bamna,Dauatala,10041971,0.0,28,1.6534414840689375,Polders are likely to remain safe,No damage,0.0,39.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Bamna,Ramna,10041995,0.0,28,1.146678631051838,Polders are likely to remain safe,No damage,0.0,36.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Ayla Patakata,10042817,0.0,27,4.454131773828251,Polders are likely to remain safe,No damage,0.0,48.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Badarkhali,10042819,0.0,28,0.21523365948673945,Polders are likely to remain safe,No damage,0.0,33.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Barguna,10042828,0.0,28,0.0,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Burir Char,10042838,0.0,28,2.086764768230245,Polders are likely to remain safe,No damage,0.0,40.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Dhalua,10042847,0.0,28,0.014697255684869575,Polders are likely to remain safe,No damage,0.0,33.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Phuljhury,10042857,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,30.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Gaurichanna,10042866,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,30.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Keorabunia,10042876,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,29.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,M.Baliatali,10042885,0.0,29,1.593300022016622,Polders are likely to remain safe,No damage,0.0,40.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Barguna Sadar,Naltona,10042895,0.2,29,0.1258654285396681,Polders are likely to be damaged,Kacha houses will likely to be damaged,19024.0,35.0,50.0,42.0,226.0,906.0,1.0
Barisal,Barguna,Barguna Sadar,Paurashava,10042899,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Betagi,10044711,0.0,26,0.0889459179376732,Polders are likely to remain safe,No damage,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Bibichini,10044723,0.0,26,2.147065314183349,No polder in the area,No damage,0.0,36.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Bura Mazumdar,10044735,0.0,27,0.4576847918288633,Polders are likely to remain safe,No damage,0.0,31.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Hosnabad,10044747,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Kazirabad,10044759,0.0,27,0.0,Polders are likely to remain safe,No damage,0.0,29.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Mokamia,10044771,0.0,27,0.08441895972610941,Polders are likely to remain safe,No damage,0.0,29.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Sarishamuri,10044783,0.0,27,0.28948879076799,Polders are likely to remain safe,No damage,0.0,32.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Betagi,Paurashava,10044799,0.0,26,0.13277371420642448,Polders are likely to remain safe,No damage,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Char Duanti,10048511,0.0,29,0.25887070953052926,Polders are likely to remain safe,No damage,0.0,37.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Kakchira,10048523,0.0,28,0.587398086473589,Polders are likely to remain safe,No damage,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Kalmegha,10048535,0.0,29,0.0,Polders are likely to remain safe,No damage,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Kanthaltali,10048547,0.0,29,0.1798474893257393,Polders are likely to remain safe,No damage,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Nachna Para,10048559,0.0,29,0.0,Polders are likely to remain safe,No damage,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Patharghata,10048571,0.4,29,1.8874867931342811,Polders are likely to be damaged,"Kacha, Semi-paka and Paka houses will likely to be damaged",30606.0,45.0,53.0,58.0,339.0,1356.0,1.0
Barisal,Barguna,Patharghata,Raihanpur,10048583,0.0,28,1.1989667654355387,Polders are likely to remain safe,No damage,0.0,38.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barguna,Patharghata,Paurashava,10048599,0.0,29,0.0,Polders are likely to remain safe,No damage,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Agailjhara,Bagdha,10060213,0.0,25,0.0,No polder in the area,No damage,0.0,23.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Agailjhara,Bakal,10060215,0.0,24,0.0,No polder in the area,No damage,0.0,23.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Agailjhara,Gaila,10060247,0.0,24,0.0,No polder in the area,No damage,0.0,22.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Agailjhara,Rajiher,10060279,0.0,24,0.0,No polder in the area,No damage,0.0,22.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Agailjhara,Ratnapur,10060287,0.0,24,0.0,No polder in the area,No damage,0.0,23.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Babuganj,Agarpur,10060313,0.0,24,1.4094129291262127,No polder in the area,No damage,0.0,27.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Babuganj,Chandpasha,10060327,0.0,24,1.51003775155989,No polder in the area,No damage,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Babuganj,Dehergati,10060340,0.0,24,1.28162031681815,No polder in the area,No damage,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Babuganj,Kedarpur,10060354,0.0,24,1.4063259379804418,No polder in the area,No damage,0.0,27.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Babuganj,Madhab Pasha,10060367,0.0,24,0.0,No polder in the area,No damage,0.0,23.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Babuganj,Rahmatpur,10060381,0.0,24,1.0357726082949845,No polder in the area,No damage,0.0,26.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Bakerganj,Bhar Pasha,10060712,0.0,25,0.0,No polder in the area,No damage,0.0,24.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Bakerganj,Charadi,10060713,0.0,24,0.0,No polder in the area,No damage,0.0,22.0,0.0,0.0,0.0,0.0,0.0
Barisal,Barisal,Bakerganj,Char Amaddi,10060720,0.0,24,0.0,No polder in the area,No damage,0.0,22.0,0.0,0.0,0.0,0.0,0.0
